# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PCS60	YBR222C	YBR222C_mRNA	protein_coding	0	0	4	1	0	0	0	0	0	0	3
PDB1	YBR221C	YBR221C_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
PDC1	YLR044C	YLR044C_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
PDC5	YLR134W	YLR134W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PDC6	YGR087C	YGR087C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PDE1	YGL248W	YGL248W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
PDI1	YCL043C	YCL043C_mRNA	protein_coding	1	1	9	5	0	1	0	0	0	1	4
PDR10	YOR328W	YOR328W_mRNA	protein_coding	1	0	3	2	0	0	0	0	0	1	1
PDR11	YIL013C	YIL013C_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
PDR3	YBL005W	YBL005W_mRNA	protein_coding	3	0	7	1	0	0	0	0	0	3	6
PDR8	YLR266C	YLR266C_mRNA	protein_coding	0	0	7	4	0	0	0	0	0	0	3
PDS1	YDR113C	YDR113C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
PEF1	YGR058W	YGR058W_mRNA	protein_coding	0	0	6	0	0	0	0	0	0	0	6
PEP1	YBL017C	YBL017C_mRNA	protein_coding	3	0	18	10	0	0	0	0	0	3	8
PER33	YLR064W	YLR064W_mRNA	protein_coding	0	0	5	5	0	0	0	0	0	0	0
PET191	YJR034W	YJR034W_mRNA	protein_coding	0	0	14	11	0	0	0	0	0	0	3
PET309	YLR067C	YLR067C_mRNA	protein_coding	2	1	9	1	0	1	0	0	0	2	8
PET9	YBL030C	YBL030C_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
PEX11	YOL147C	YOL147C_mRNA	protein_coding	1	0	5	4	0	0	0	0	0	1	1
PEX18	YHR160C	YHR160C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PEX2	YJL210W	YJL210W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
PEX34	YCL056C	YCL056C_mRNA	protein_coding	0	0	18	12	0	0	0	0	0	0	6
PEX6	YNL329C	YNL329C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
PEX8	YGR077C	YGR077C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PFA3	YNL326C	YNL326C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
PFK2	YMR205C	YMR205C_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
PGA3	YML125C	YML125C_mRNA	protein_coding	0	0	32	15	0	0	0	0	0	0	17
PHO23	YNL097C	YNL097C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
PHO3	YBR092C	YBR092C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PHO4	YFR034C	YFR034C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
PHO84	YML123C	YML123C_mRNA	protein_coding	6	2	17	13	0	2	0	0	0	6	4
PHO87	YCR037C	YCR037C_mRNA	protein_coding	0	0	4	1	0	0	0	0	0	0	3
PIG1	YLR273C	YLR273C_mRNA	protein_coding	1	3	5	3	0	3	0	0	0	1	2
PIG2	YIL045W	YIL045W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PIL1	YGR086C	YGR086C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PIM1	YBL022C	YBL022C_mRNA	protein_coding	4	1	9	0	0	1	0	0	0	4	9
PLC1	YPL268W	YPL268W_mRNA	protein_coding	0	1	1	1	0	1	0	0	0	0	0
PLM2	YDR501W	YDR501W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
PMI40	YER003C	YER003C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PML1	YLR016C	YLR016C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PML39	YML107C	YML107C_mRNA	protein_coding	0	1	12	9	0	1	0	0	0	0	3
PMP3	YDR276C	YDR276C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PNC1	YGL037C	YGL037C_mRNA	protein_coding	1	0	5	2	0	0	0	0	0	1	3
POA1	YBR022W	YBR022W_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
POB3	YML069W	YML069W_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
POC4	YPL144W	YPL144W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
POF1	YCL047C	YCL047C_mRNA	protein_coding	0	0	16	10	0	0	0	0	0	0	6
POG1	YIL122W	YIL122W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
POL1	YNL102W	YNL102W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
POL30	YBR088C	YBR088C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
POL32	YJR043C	YJR043C_mRNA	protein_coding	1	0	5	1	0	0	0	0	0	1	4
POL5	YEL055C	YEL055C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
POM34	YLR018C	YLR018C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
POP4	YBR257W	YBR257W_mRNA	protein_coding	1	0	10	3	0	0	0	0	0	1	7
POP6	YGR030C	YGR030C_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
POP8	YBL018C	YBL018C_mRNA	protein_coding	1	0	13	8	0	0	0	0	0	1	5
POS5	YPL188W	YPL188W_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
PPG1	YNR032W	YNR032W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PPR1	YLR014C	YLR014C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PPT1	YGR123C	YGR123C_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
PRD1	YCL057W	YCL057W_mRNA	protein_coding	2	1	23	6	0	1	0	0	0	2	17
PRE8	YML092C	YML092C_mRNA	protein_coding	1	0	6	3	0	0	0	0	0	1	3
PRE9	YGR135W	YGR135W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PRK1	YIL095W	YIL095W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PRM5	YIL117C	YIL117C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PRM6	YML047C	YML047C_mRNA	protein_coding	0	0	9	8	0	0	0	0	0	0	1
PRM8	YGL053W	YGL053W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PRO2	YOR323C	YOR323C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
PRP38	YGR075C	YGR075C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PRP39	YML046W	YML046W_mRNA	protein_coding	0	0	7	1	0	0	0	0	0	0	6
PRP40	YKL012W	YKL012W_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
PRP6	YBR055C	YBR055C_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
PSD2	YGR170W	YGR170W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PSF3	YOL146W	YOL146W_mRNA	protein_coding	0	1	5	0	0	1	0	0	0	0	5
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
PSR2	YLR019W	YLR019W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
PTH1	YHR189W	YHR189W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PTK2	YJR059W	YJR059W_mRNA	protein_coding	5	0	9	1	0	0	0	0	0	5	8
PUS6	YGR169C	YGR169C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PUT4	YOR348C	YOR348C_mRNA	protein_coding	2	0	0	0	0	0	0	0	0	2	0
PXA1	YPL147W	YPL147W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
PYC2	YBR218C	YBR218C_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
PYK2	YOR347C	YOR347C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
PZF1	YPR186C	YPR186C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
QCR2	YPR191W	YPR191W_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
QCR6	YFR033C	YFR033C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
QDR1	YIL120W	YIL120W_mRNA	protein_coding	0	1	2	1	0	1	0	0	0	0	1
QDR2	YIL121W	YIL121W_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
QDR3	YBR043C	YBR043C_mRNA	protein_coding	2	0	5	2	0	0	0	0	0	2	3
RAD10	YML095C	YML095C_mRNA	protein_coding	0	0	7	2	0	0	0	0	0	0	5
RAD26	YJR035W	YJR035W_mRNA	protein_coding	7	2	9	6	0	2	0	0	0	7	3
RAD5	YLR032W	YLR032W_mRNA	protein_coding	3	0	1	0	0	0	0	0	0	3	1
RAD52	YML032C	YML032C_mRNA	protein_coding	0	1	21	10	0	1	0	0	0	0	11
RAD6	YGL058W	YGL058W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RAD7	YJR052W	YJR052W_mRNA	protein_coding	0	0	5	3	0	0	0	0	0	0	2
RAI1	YGL246C	YGL246C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
RAS2	YNL098C	YNL098C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RAT1	YOR048C	YOR048C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RAV1	YJR033C	YJR033C_mRNA	protein_coding	1	2	11	1	0	2	0	0	0	1	10
RAX2	YLR084C	YLR084C_mRNA	protein_coding	2	3	8	5	0	3	0	0	0	2	3
RBH2	YJR030C	YJR030C_mRNA	protein_coding	0	1	4	1	0	1	0	0	0	0	3
RBK1	YCR036W	YCR036W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
RCF1	YML030W	YML030W_mRNA	protein_coding	1	0	19	13	0	0	0	0	0	1	6
RCF3	YBR255C-A	YBR255C-A_mRNA	protein_coding	2	0	12	7	0	0	0	0	0	2	5
RCK2	YLR248W	YLR248W_mRNA	protein_coding	1	0	8	1	0	0	0	0	0	1	7
RCR1	YBR005W	YBR005W_mRNA	protein_coding	0	0	14	7	0	0	0	0	0	0	7
RDH54	YBR073W	YBR073W_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0
RDT1	YCL054W-A	YCL054W-A_mRNA	protein_coding	0	0	12	3	0	0	0	0	0	0	9
REB1	YBR049C	YBR049C_mRNA	protein_coding	0	1	3	1	0	1	0	0	0	0	2
REC102	YLR329W	YLR329W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
REC104	YHR157W	YHR157W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
RED1	YLR263W	YLR263W_mRNA	protein_coding	1	3	5	0	0	3	0	0	0	1	5
REE1	YJL217W	YJL217W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
REG2	YBR050C	YBR050C_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
RER2	YBR002C	YBR002C_mRNA	protein_coding	2	1	7	3	0	1	0	0	0	2	4
REV1	YOR346W	YOR346W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
REV7	YIL139C	YIL139C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RFC2	YJR068W	YJR068W_mRNA	protein_coding	0	0	12	9	0	0	0	0	0	0	3
RFC3	YNL290W	YNL290W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RFC5	YBR087W	YBR087W_mRNA	protein_coding	1	0	1	0	0	0	0	0	0	1	1
RFS1	YBR052C	YBR052C_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
RFT1	YBL020W	YBL020W_mRNA	protein_coding	1	0	15	9	0	0	0	0	0	1	6
RFU1	YLR073C	YLR073C_mRNA	protein_coding	1	0	9	1	0	0	0	0	0	1	8
RGD1	YBR260C	YBR260C_mRNA	protein_coding	0	0	5	5	0	0	0	0	0	0	0
RGD2	YFL047W	YFL047W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RGI1	YER067W	YER067W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RGR1	YLR071C	YLR071C_mRNA	protein_coding	0	0	12	8	0	0	0	0	0	0	4
RGS2	YOR107W	YOR107W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RHO3	YIL118W	YIL118W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RIA1	YNL163C	YNL163C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RIB5	YBR256C	YBR256C_mRNA	protein_coding	1	0	13	9	0	0	0	0	0	1	4
RIC1	YLR039C	YLR039C_mRNA	protein_coding	3	1	5	2	0	1	0	0	0	3	3
RIF2	YLR453C	YLR453C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RIP1	YEL024W	YEL024W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RKM5	YLR137W	YLR137W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RLM1	YPL089C	YPL089C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RMD8	YFR048W	YFR048W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RME1	YGR044C	YGR044C_mRNA	protein_coding	1	0	13	7	0	0	0	0	0	1	6
RME3	RME3	RME3_ncRNA	lincRNA	0	0	2	0	0	0	2	0	0	0	0
RMR1	YGL250W	YGL250W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
RNA15	YGL044C	YGL044C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RNA170	RNA170	RNA170_ncRNA	lincRNA	0	0	1	0	0	0	0	0	0	0	1
RNH203	YLR154C	YLR154C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RNQ1	YCL028W	YCL028W_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
RNR1	YER070W	YER070W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
ROM1	YGR070W	YGR070W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
ROM2	YLR371W	YLR371W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
ROT2	YBR229C	YBR229C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RPA12	YJR063W	YJR063W_mRNA	protein_coding	1	0	7	5	0	0	0	0	0	1	2
RPA190	YOR341W	YOR341W_mRNA	protein_coding	0	1	1	0	0	1	0	0	0	0	1
RPA43	YOR340C	YOR340C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
RPC19	YNL113W	YNL113W_mRNA	protein_coding	0	0	8	8	0	0	0	0	0	0	0
RPC82	YPR190C	YPR190C_mRNA	protein_coding	1	0	3	2	0	0	0	0	0	1	1
RPG1	YBR079C	YBR079C_mRNA	protein_coding	3	0	5	3	0	0	0	0	0	3	2
RPI1	YIL119C	YIL119C_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
RPL10	YLR075W	YLR075W_mRNA	protein_coding	0	0	13	9	0	0	0	0	0	0	4
RPL12A	YEL054C	YEL054C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RPL15A	YLR029C	YLR029C_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
RPL16A	YIL133C	YIL133C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
RPL19B	YBL027W	YBL027W_mRNA	protein_coding	1	0	5	2	0	0	0	0	0	1	3
RPL22A	YLR061W	YLR061W_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
RPL24A	YGL031C	YGL031C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RPL26A	YLR344W	YLR344W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
RPL26B	YGR034W	YGR034W_mRNA	protein_coding	0	0	4	1	1	0	0	0	0	0	2
RPL33A	YPL143W	YPL143W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RPL37B	YDR500C	YDR500C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
RPL38	YLR325C	YLR325C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RPL40A	YIL148W	YIL148W_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
RPL42A	YNL162W	YNL162W_mRNA	protein_coding	0	0	1	0	1	0	0	0	0	0	0
RPL6A	YML073C	YML073C_mRNA	protein_coding	0	0	7	1	2	0	0	0	0	0	4
RPM2	YML091C	YML091C_mRNA	protein_coding	2	0	6	5	0	0	0	0	0	2	1
RPO26	YPR187W	YPR187W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
RPP0	YLR340W	YLR340W_mRNA	protein_coding	0	2	6	2	0	2	0	0	0	0	4
RPS0B	YLR048W	YLR048W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RPS11B	YBR048W	YBR048W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
RPS18B	YML026C	YML026C_mRNA	protein_coding	0	0	13	13	0	0	0	0	0	0	0
RPS1A	YLR441C	YLR441C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RPS1B	YML063W	YML063W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
RPS22B	YLR367W	YLR367W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
RPS23A	YGR118W	YGR118W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
RPS25A	YGR027C	YGR027C_mRNA	protein_coding	0	0	5	5	0	0	0	0	0	0	0
RPS25B	YLR333C	YLR333C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
RPS28B	YLR264W	YLR264W_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
RPS30A	YLR287C-A	YLR287C-A_mRNA	protein_coding	0	0	17	6	0	0	0	0	0	0	11
RPS7B	YNL096C	YNL096C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RRN10	YBL025W	YBL025W_mRNA	protein_coding	0	0	6	1	0	0	0	0	0	0	5
RRN11	YML043C	YML043C_mRNA	protein_coding	1	0	3	0	0	0	0	0	0	1	3
RRN6	YBL014C	YBL014C_mRNA	protein_coding	3	3	18	7	0	3	0	0	0	3	11
RRP4	YHR069C	YHR069C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RRP43	YCR035C	YCR035C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
RRT14	YIL127C	YIL127C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RRT16	YNL105W	YNL105W_mRNA	protein_coding	0	0	12	4	0	0	0	0	0	0	8
RSA3	YLR221C	YLR221C_mRNA	protein_coding	0	1	4	1	0	1	0	0	0	0	3
RSB1	YOR049C	YOR049C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
RSC1	YGR056W	YGR056W_mRNA	protein_coding	3	3	2	0	0	3	0	0	0	3	2
RSC58	YLR033W	YLR033W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
RSC8	YFR037C	YFR037C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
RSC9	YML127W	YML127W_mRNA	protein_coding	4	1	20	11	0	1	0	0	0	4	9
RSE1	YML049C	YML049C_mRNA	protein_coding	3	3	8	5	0	3	0	0	0	3	3
SAE3	YHR079C-A	YHR079C-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SAM2	YDR502C	YDR502C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
SAP155	YFR040W	YFR040W_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
SCD5	YOR329C	YOR329C_mRNA	protein_coding	2	0	4	1	0	0	0	0	0	2	3
SCM4	YGR049W	YGR049W_mRNA	protein_coding	0	0	14	6	0	0	0	0	0	0	8
SCO2	YBR024W	YBR024W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SCT1	YBL011W	YBL011W_mRNA	protein_coding	7	2	15	6	0	2	0	0	0	7	9
SDD1	YEL057C	YEL057C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SDO1	YLR022C	YLR022C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SDS23	YGL056C	YGL056C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SDS24	YBR214W	YBR214W_mRNA	protein_coding	1	0	2	1	0	0	0	0	0	1	1
SDT1	YGL224C	YGL224C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
SEC15	YGL233W	YGL233W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SEC16	YPL085W	YPL085W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SEC18	YBR080C	YBR080C_mRNA	protein_coding	1	0	8	6	0	0	0	0	0	1	2
SEC21	YNL287W	YNL287W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
SEC22	YLR268W	YLR268W_mRNA	protein_coding	0	0	5	4	0	0	0	0	0	0	1
SEC39	YLR440C	YLR440C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SEC65	YML105C	YML105C_mRNA	protein_coding	0	0	12	8	0	0	0	0	0	0	4
SEC72	YLR292C	YLR292C_mRNA	protein_coding	0	0	8	3	0	0	0	0	0	0	5
SED5	YLR026C	YLR026C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SGA1	YIL099W	YIL099W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SGD1	YLR336C	YLR336C_mRNA	protein_coding	0	0	6	0	0	0	0	0	0	0	6
SHE1	YBL031W	YBL031W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SHE10	YGL228W	YGL228W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SHG1	YBR258C	YBR258C_mRNA	protein_coding	1	1	8	7	0	1	0	0	0	1	1
SHM2	YLR058C	YLR058C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SHS1	YDL225W	YDL225W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SIC1	YLR079W	YLR079W_mRNA	protein_coding	0	0	16	7	0	0	0	0	0	0	9
SIM1	YIL123W	YIL123W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
SIP2	YGL208W	YGL208W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
SIR3	YLR442C	YLR442C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SKI3	YPR189W	YPR189W_mRNA	protein_coding	1	1	2	2	0	1	0	0	0	1	0
SKI8	YGL213C	YGL213C_mRNA	protein_coding	0	0	9	6	0	0	0	0	0	0	3
SLA1	YBL007C	YBL007C_mRNA	protein_coding	5	0	9	4	0	0	0	0	0	5	5
SLM2	YNL047C	YNL047C_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
SLM4	YBR077C	YBR077C_mRNA	protein_coding	0	0	5	1	0	0	0	0	0	0	4
SLN1	YIL147C	YIL147C_mRNA	protein_coding	4	0	1	0	0	0	0	0	0	4	1
SLX1	YBR228W	YBR228W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
SLX4	YLR135W	YLR135W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SMA2	YML066C	YML066C_mRNA	protein_coding	0	0	5	2	0	0	0	0	0	0	3
SMC4	YLR086W	YLR086W_mRNA	protein_coding	2	3	9	4	0	3	0	0	0	2	5
SMD1	YGR074W	YGR074W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SMD2	YLR275W	YLR275W_mRNA	protein_coding	0	0	9	3	0	0	0	0	0	0	6
SMF3	YLR034C	YLR034C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
SNC2	YOR327C	YOR327C_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
SNF7	YLR025W	YLR025W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SNF8	YPL002C	YPL002C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SNT1	YCR033W	YCR033W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SPB1	YCL054W	YCL054W_mRNA	protein_coding	1	1	20	13	0	1	0	0	0	1	7
SPC2	YML055W	YML055W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SPC3	YLR066W	YLR066W_mRNA	protein_coding	0	0	7	6	0	0	0	0	0	0	1
SPC98	YNL126W	YNL126W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SPF1	YEL031W	YEL031W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SPG3	YDR504C	YDR504C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
SPH1	YLR313C	YLR313C_mRNA	protein_coding	0	1	2	2	0	1	0	0	0	0	0
SPO23	YBR250W	YBR250W_mRNA	protein_coding	0	0	6	6	0	0	0	0	0	0	0
SPO71	YDR104C	YDR104C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
SPO77	YLR341W	YLR341W_mRNA	protein_coding	0	0	8	2	0	0	0	0	0	0	6
SPR3	YGR059W	YGR059W_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
SPS22	YCL048W	YCL048W_mRNA	protein_coding	3	0	19	5	0	0	0	0	0	3	14
SPT20	YOL148C	YOL148C_mRNA	protein_coding	0	0	6	1	0	0	0	0	0	0	5
SPT6	YGR116W	YGR116W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SPT7	YBR081C	YBR081C_mRNA	protein_coding	1	1	4	4	0	1	0	0	0	1	0
SPT8	YLR055C	YLR055C_mRNA	protein_coding	1	0	3	2	0	0	0	0	0	1	1
SRB6	YBR253W	YBR253W_mRNA	protein_coding	0	0	10	8	0	0	0	0	0	0	2
SRC1	YML034W	YML034W_mRNA	protein_coding	2	4	12	7	0	4	0	0	0	2	5
SRL2	YLR082C	YLR082C_mRNA	protein_coding	0	1	12	7	0	1	0	0	0	0	5
SRN2	YLR119W	YLR119W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
SRY1	YKL218C	YKL218C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SSB1	YDL229W	YDL229W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SSC1	YJR045C	YJR045C_mRNA	protein_coding	2	0	14	3	0	0	0	0	0	2	11
SSK2	YNR031C	YNR031C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
SSL2	YIL143C	YIL143C_mRNA	protein_coding	2	0	2	1	0	0	0	0	0	2	1
SSP120	YLR250W	YLR250W_mRNA	protein_coding	0	0	5	4	0	0	0	0	0	0	1
SSQ1	YLR369W	YLR369W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
SST2	YLR452C	YLR452C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
