# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MCP2	YLR253W	YLR253W_mRNA	protein_coding	0	3	1	13	9	0	1	0	0	0	0	0	3	4
MCX1	YBR227C	YBR227C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MDJ2	YNL328C	YNL328C_mRNA	protein_coding	0	0	1	3	3	0	1	0	0	0	0	0	0	0
MDL2	YPL270W	YPL270W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
MDM1	YML104C	YML104C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MDM30	YLR368W	YLR368W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	1	1
MDM38	YOL027C	YOL027C_mRNA	protein_coding	0	1	1	2	2	0	1	0	0	0	0	0	1	0
MEC3	YLR288C	YLR288C_mRNA	protein_coding	0	6	3	24	11	0	3	0	0	0	0	0	6	13
MED2	YDL005C	YDL005C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MED6	YHR058C	YHR058C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MED7	YOL135C	YOL135C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MEF1	YLR069C	YLR069C_mRNA	protein_coding	0	6	1	8	6	0	1	0	0	0	0	0	6	2
MEP1	YGR121C	YGR121C_mRNA	protein_coding	0	0	0	12	2	0	0	0	0	0	0	0	0	10
MEP2	YNL142W	YNL142W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MES1	YGR264C	YGR264C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MET17	YLR303W	YLR303W_mRNA	protein_coding	0	0	0	9	6	0	0	0	0	0	0	0	0	3
MET18	YIL128W	YIL128W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MET30	YIL046W	YIL046W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MET4	YNL103W	YNL103W_mRNA	protein_coding	0	0	1	10	1	0	1	0	0	0	0	0	0	9
MET5	YJR137C	YJR137C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
MET8	YBR213W	YBR213W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MEU1	YLR017W	YLR017W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
MGR1	YCL044C	YCL044C_mRNA	protein_coding	0	1	0	18	11	0	0	0	0	0	0	0	1	7
MID2	YLR332W	YLR332W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
MIG1	YGL035C	YGL035C_mRNA	protein_coding	0	1	0	5	4	0	0	0	0	0	0	0	1	1
MIG2	YGL209W	YGL209W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MIM1	YOL026C	YOL026C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
MIM2	YLR099W-A	YLR099W-A_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
MIP1	YOR330C	YOR330C_mRNA	protein_coding	0	0	2	3	2	0	2	0	0	0	0	0	0	1
MIR1	YJR077C	YJR077C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MIS1	YBR084W	YBR084W_mRNA	protein_coding	0	1	1	3	0	0	1	0	0	0	0	0	1	3
MKT1	YNL085W	YNL085W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MLC1	YGL106W	YGL106W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MLC2	YPR188C	YPR188C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
MLH2	YLR035C	YLR035C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MLP2	YIL149C	YIL149C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MMS1	YPR164W	YPR164W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MMS22	YLR320W	YLR320W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MNN1	YER001W	YER001W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MNN10	YDR245W	YDR245W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MNN2	YBR015C	YBR015C_mRNA	protein_coding	0	4	1	8	2	0	1	0	0	0	0	0	4	6
MNR2	YKL064W	YKL064W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MNT3	YIL014W	YIL014W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MOB2	YFL034C-B	YFL034C-B_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MOG1	YJR074W	YJR074W_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8
MOT2	YER068W	YER068W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MPD1	YOR288C	YOR288C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MPO1	YGL010W	YGL010W_mRNA	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	1
MPT5	YGL178W	YGL178W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
MRC1	YCL061C	YCL061C_mRNA	protein_coding	0	11	4	23	13	0	4	0	0	0	0	0	11	10
MRP13	YGR084C	YGR084C_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	1	2
MRPL1	YDR116C	YDR116C_mRNA	protein_coding	0	0	0	7	5	0	0	0	0	0	0	0	0	2
MRPL15	YLR312W-A	YLR312W-A_mRNA	protein_coding	0	0	0	10	2	0	0	0	0	0	0	0	0	8
MRPL16	YBL038W	YBL038W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPL24	YMR193W	YMR193W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRPL25	YGR076C	YGR076C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MRPS12	YNR036C	YNR036C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRPS17	YMR188C	YMR188C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPS35	YGR165W	YGR165W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
MRPS5	YBR251W	YBR251W_mRNA	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0
MRS2	YOR334W	YOR334W_mRNA	protein_coding	0	1	0	5	3	0	0	0	0	0	0	0	1	2
MRX14	YDR115W	YDR115W_mRNA	protein_coding	0	0	1	7	2	0	1	0	0	0	0	0	0	5
MSA1	YOR066W	YOR066W_mRNA	protein_coding	0	1	1	2	2	0	1	0	0	0	0	0	1	0
MSC1	YML128C	YML128C_mRNA	protein_coding	0	3	1	13	4	0	1	0	0	0	0	0	3	9
MSC3	YLR219W	YLR219W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
MSH6	YDR097C	YDR097C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
MSL5	YLR116W	YLR116W_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	6
MSN4	YKL062W	YKL062W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MSN5	YDR335W	YDR335W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MSP1	YGR028W	YGR028W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
MST27	YGL051W	YGL051W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MTC3	YGL226W	YGL226W_mRNA	protein_coding	0	1	1	10	6	0	1	0	0	0	0	0	1	4
MTC4	YBR255W	YBR255W_mRNA	protein_coding	0	4	2	19	15	0	2	0	0	0	0	0	4	4
MTC5	YDR128W	YDR128W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MTE1	YGR042W	YGR042W_mRNA	protein_coding	0	4	4	22	9	0	4	0	0	0	0	0	4	13
MTH1	YDR277C	YDR277C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MTL1	YGR023W	YGR023W_mRNA	protein_coding	0	3	3	10	2	0	3	0	0	0	0	0	3	8
MTO1	YGL236C	YGL236C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
MTR3	YGR158C	YGR158C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MUM2	YBR057C	YBR057C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
MUP1	YGR055W	YGR055W_mRNA	protein_coding	0	4	0	18	10	0	0	0	0	0	0	0	4	8
MYO2	YOR326W	YOR326W_mRNA	protein_coding	0	2	1	2	1	0	1	0	0	0	0	0	2	1
MYO3	YKL129C	YKL129C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MZM1	YDR493W	YDR493W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NAB6	YML117W	YML117W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAF1	YNL124W	YNL124W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NAG1	YGR031C-A	YGR031C-A_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
NAM2	YLR382C	YLR382C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAT2	YGR147C	YGR147C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NCL1	YBL024W	YBL024W_mRNA	protein_coding	0	0	0	15	1	0	0	0	0	0	0	0	0	14
NCS6	YGL211W	YGL211W_mRNA	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1
NDC1	YML031W	YML031W_mRNA	protein_coding	0	3	1	23	13	0	1	0	0	0	0	0	3	10
NDI1	YML120C	YML120C_mRNA	protein_coding	0	0	0	13	12	0	0	0	0	0	0	0	0	1
NDL1	YLR254C	YLR254C_mRNA	protein_coding	0	1	0	18	8	0	0	0	0	0	0	0	1	10
NEJ1	YLR265C	YLR265C_mRNA	protein_coding	0	1	2	25	15	0	2	0	0	0	0	0	1	10
NFI1	YOR156C	YOR156C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NFT1	YKR103W	YKR103W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NGL3	YML118W	YML118W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NGR1	YBR212W	YBR212W_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	1
NHP10	YDL002C	YDL002C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NHP6B	YBR089C-A	YBR089C-A_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
NIF3	YGL221C	YGL221C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
NIT3	YLR351C	YLR351C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
NKP2	YLR315W	YLR315W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
NMA1	YLR328W	YLR328W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
NMA111	YNL123W	YNL123W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NMD2	YHR077C	YHR077C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NMD4	YLR363C	YLR363C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NNF2	YGR089W	YGR089W_mRNA	protein_coding	0	1	2	7	4	0	2	0	0	0	0	0	1	3
NNT1	YLR285W	YLR285W_mRNA	protein_coding	0	2	0	17	10	0	0	0	0	0	0	0	2	7
NOP15	YNL110C	YNL110C_mRNA	protein_coding	0	2	0	19	10	0	0	0	0	0	0	0	2	9
NOP16	YER002W	YER002W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NOP53	YPL146C	YPL146C_mRNA	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	0	2
NOP7	YGR103W	YGR103W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
NOP8	YOL144W	YOL144W_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
NPA3	YJR072C	YJR072C_mRNA	protein_coding	0	3	2	7	6	0	2	0	0	0	0	0	3	1
NPP1	YCR026C	YCR026C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
NQM1	YGR043C	YGR043C_mRNA	protein_coding	0	2	0	29	21	0	0	0	0	0	0	0	2	8
NRG2	YBR066C	YBR066C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
NRK1	YNL129W	YNL129W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NSA1	YGL111W	YGL111W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NSR1	YGR159C	YGR159C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
NTA1	YJR062C	YJR062C_mRNA	protein_coding	0	4	0	8	5	0	0	0	0	0	0	0	4	3
NTH1	YDR001C	YDR001C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NTH2	YBR001C	YBR001C_mRNA	protein_coding	0	4	2	27	16	0	2	0	0	0	0	0	4	11
NUC1	YJL208C	YJL208C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
NUG1	YER006W	YER006W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NUP188	YML103C	YML103C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NUP2	YLR335W	YLR335W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
NUP57	YGR119C	YGR119C_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	3
NUP85	YJR042W	YJR042W_mRNA	protein_coding	0	3	2	12	6	0	2	0	0	0	0	0	3	6
NYV1	YLR093C	YLR093C_mRNA	protein_coding	0	0	0	16	9	0	0	0	0	0	0	0	0	7
OCA1	YNL099C	YNL099C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
OCH1	YGL038C	YGL038C_mRNA	protein_coding	0	2	1	8	5	0	1	0	0	0	0	0	2	3
OCT1	YKL134C	YKL134C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OLE1	YGL055W	YGL055W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OM14	YBR230C	YBR230C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OM45	YIL136W	YIL136W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OPI10	YOL032W	YOL032W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OPI3	YJR073C	YJR073C_mRNA	protein_coding	0	1	0	9	9	0	0	0	0	0	0	0	1	0
OPI9	YLR338W	YLR338W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
OPT1	YJL212C	YJL212C_mRNA	protein_coding	0	2	0	10	6	0	0	0	0	0	0	0	2	4
ORC1	YML065W	YML065W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ORC2	YBR060C	YBR060C_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
ORC4	YPR162C	YPR162C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ORM1	YGR038W	YGR038W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ORM2	YLR350W	YLR350W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	1	1
OSM1	YJR051W	YJR051W_mRNA	protein_coding	0	1	1	12	11	0	1	0	0	0	0	0	1	1
OST5	YGL226C-A	YGL226C-A_mRNA	protein_coding	0	0	0	12	3	0	0	0	0	0	0	0	0	9
PAC10	YGR078C	YGR078C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PAC11	YDR488C	YDR488C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PAC2	YER007W	YER007W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PAN5	YHR063C	YHR063C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAN6	YIL145C	YIL145C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
PAU23	YLR037C	YLR037C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PBI2	YNL015W	YNL015W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PBN1	YCL052C	YCL052C_mRNA	protein_coding	0	2	1	27	6	0	1	0	0	0	0	0	2	21
PCA1	YBR295W	YBR295W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PCD1	YLR151C	YLR151C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
PCL1	YNL289W	YNL289W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PCM1	YEL058W	YEL058W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PCS60	YBR222C	YBR222C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PDB1	YBR221C	YBR221C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PDC6	YGR087C	YGR087C_mRNA	protein_coding	0	1	0	6	2	0	0	0	0	0	0	0	1	4
PDI1	YCL043C	YCL043C_mRNA	protein_coding	0	1	0	14	9	0	0	0	0	0	0	0	1	5
PDR1	YGL013C	YGL013C_mRNA	protein_coding	0	1	2	1	0	0	2	0	0	0	0	0	1	1
PDR10	YOR328W	YOR328W_mRNA	protein_coding	0	1	0	6	3	0	0	0	0	0	0	0	1	3
PDR11	YIL013C	YIL013C_mRNA	protein_coding	0	0	1	1	1	0	1	0	0	0	0	0	0	0
PDR3	YBL005W	YBL005W_mRNA	protein_coding	0	2	3	9	1	0	3	0	0	0	0	0	2	8
PDR5	YOR153W	YOR153W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PDR8	YLR266C	YLR266C_mRNA	protein_coding	0	4	2	21	14	0	2	0	0	0	0	0	4	7
PDS1	YDR113C	YDR113C_mRNA	protein_coding	0	0	0	8	5	0	0	0	0	0	0	0	0	3
PEF1	YGR058W	YGR058W_mRNA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	10
PEP1	YBL017C	YBL017C_mRNA	protein_coding	0	5	3	27	17	0	3	0	0	0	0	0	5	10
PEP3	YLR148W	YLR148W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PER1	YCR044C	YCR044C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PER33	YLR064W	YLR064W_mRNA	protein_coding	0	2	0	6	6	0	0	0	0	0	0	0	2	0
PET123	YOR158W	YOR158W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PET18	YCR020C	YCR020C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PET191	YJR034W	YJR034W_mRNA	protein_coding	0	0	0	17	11	0	0	0	0	0	0	0	0	6
PET309	YLR067C	YLR067C_mRNA	protein_coding	0	3	0	14	4	0	0	0	0	0	0	0	3	10
PET9	YBL030C	YBL030C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
PEX11	YOL147C	YOL147C_mRNA	protein_coding	0	4	0	17	15	0	0	0	0	0	0	0	4	2
PEX18	YHR160C	YHR160C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PEX2	YJL210W	YJL210W_mRNA	protein_coding	0	0	1	9	1	0	1	0	0	0	0	0	0	8
PEX21	YGR239C	YGR239C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PEX3	YDR329C	YDR329C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PEX34	YCL056C	YCL056C_mRNA	protein_coding	0	0	0	18	10	0	0	0	0	0	0	0	0	8
PEX4	YGR133W	YGR133W_mRNA	protein_coding	0	0	0	6	2	0	0	0	0	0	0	0	0	4
PEX5	YDR244W	YDR244W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PEX6	YNL329C	YNL329C_mRNA	protein_coding	0	1	1	2	1	0	1	0	0	0	0	0	1	1
PEX8	YGR077C	YGR077C_mRNA	protein_coding	0	0	1	2	1	0	1	0	0	0	0	0	0	1
PFA3	YNL326C	YNL326C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PFK1	YGR240C	YGR240C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PFK27	YOL136C	YOL136C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PGA3	YML125C	YML125C_mRNA	protein_coding	0	1	0	25	10	0	0	0	0	0	0	0	1	15
PHB1	YGR132C	YGR132C_mRNA	protein_coding	0	0	0	7	5	0	0	0	0	0	0	0	0	2
PHO23	YNL097C	YNL097C_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	1	0
PHO3	YBR092C	YBR092C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PHO84	YML123C	YML123C_mRNA	protein_coding	0	4	3	14	12	0	3	0	0	0	0	0	4	2
PHO87	YCR037C	YCR037C_mRNA	protein_coding	0	0	1	2	2	0	1	0	0	0	0	0	0	0
PHO89	YBR296C	YBR296C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PIG1	YLR273C	YLR273C_mRNA	protein_coding	0	2	1	12	5	0	1	0	0	0	0	0	2	7
PIG2	YIL045W	YIL045W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PIL1	YGR086C	YGR086C_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	1	1
PIM1	YBL022C	YBL022C_mRNA	protein_coding	0	4	0	13	0	0	0	0	0	0	0	0	4	13
PKC1	YBL105C	YBL105C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PKH1	YDR490C	YDR490C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PKH3	YDR466W	YDR466W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PLC1	YPL268W	YPL268W_mRNA	protein_coding	0	0	1	4	3	0	1	0	0	0	0	0	0	1
PLM2	YDR501W	YDR501W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PLP2	YOR281C	YOR281C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PMA1	YGL008C	YGL008C_mRNA	protein_coding	0	2	0	3	3	0	0	0	0	0	0	0	2	0
PMI40	YER003C	YER003C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PML1	YLR016C	YLR016C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PMP1	YCR024C-A	YCR024C-A_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PMP3	YDR276C	YDR276C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PMS1	YNL082W	YNL082W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PMT3	YOR321W	YOR321W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PNC1	YGL037C	YGL037C_mRNA	protein_coding	0	0	0	10	6	0	0	0	0	0	0	0	0	4
PNP1	YLR209C	YLR209C_mRNA	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1
POA1	YBR022W	YBR022W_mRNA	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	7
POB3	YML069W	YML069W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
POC4	YPL144W	YPL144W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
POF1	YCL047C	YCL047C_mRNA	protein_coding	0	0	0	25	15	0	0	0	0	0	0	0	0	10
POG1	YIL122W	YIL122W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
POL1	YNL102W	YNL102W_mRNA	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1
POL12	YBL035C	YBL035C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
POL30	YBR088C	YBR088C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
POL32	YJR043C	YJR043C_mRNA	protein_coding	0	1	0	14	7	0	0	0	0	0	0	0	1	7
POL5	YEL055C	YEL055C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
POM34	YLR018C	YLR018C_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	2
POP4	YBR257W	YBR257W_mRNA	protein_coding	0	1	1	22	5	0	1	0	0	0	0	0	1	17
POP6	YGR030C	YGR030C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
POP8	YBL018C	YBL018C_mRNA	protein_coding	0	2	1	23	11	1	1	0	1	0	0	0	1	12
PPG1	YNR032W	YNR032W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
PPR1	YLR014C	YLR014C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PPT1	YGR123C	YGR123C_mRNA	protein_coding	0	2	0	18	9	0	0	0	0	0	0	0	2	9
PPT2	YPL148C	YPL148C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
PRD1	YCL057W	YCL057W_mRNA	protein_coding	0	3	1	25	9	0	1	0	0	0	0	0	3	16
PRE8	YML092C	YML092C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRE9	YGR135W	YGR135W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PRK1	YIL095W	YIL095W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRM6	YML047C	YML047C_mRNA	protein_coding	0	1	0	11	11	0	0	0	0	0	0	0	1	0
PRM8	YGL053W	YGL053W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRO2	YOR323C	YOR323C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
